State,District,Market,Commodity_Group,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Unit,Arrival_Quantity,Arrival_Unit,Date
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.21,Metric Tonnes,2026-04-02
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-04-03
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-04-04
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-04-05
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-04-06
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-04-07
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.24,Metric Tonnes,2026-04-08
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.23,Metric Tonnes,2026-04-09
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.22,Metric Tonnes,2026-04-10
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.21,Metric Tonnes,2026-04-11
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.22,Metric Tonnes,2026-04-12
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.21,Metric Tonnes,2026-04-13
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.22,Metric Tonnes,2026-04-14
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.23,Metric Tonnes,2026-04-15
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.22,Metric Tonnes,2026-04-16
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.25,Metric Tonnes,2026-04-17
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.23,Metric Tonnes,2026-04-18
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.24,Metric Tonnes,2026-04-19
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.24,Metric Tonnes,2026-04-20
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.25,Metric Tonnes,2026-04-21
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.24,Metric Tonnes,2026-04-22
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.2,Metric Tonnes,2026-04-23
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1600,2000,1800,Rs./Quintal,0.24,Metric Tonnes,2026-04-24
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.24,Metric Tonnes,2026-04-25
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.25,Metric Tonnes,2026-04-26
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.26,Metric Tonnes,2026-04-27
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.25,Metric Tonnes,2026-04-28
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.24,Metric Tonnes,2026-04-29
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.25,Metric Tonnes,2026-04-30
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.26,Metric Tonnes,2026-05-01
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.27,Metric Tonnes,2026-05-02
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-05-03
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-04
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-05-05
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2026-05-06
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-05-07
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-08
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-09
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-05-10
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-11
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-12
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-13
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-14
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-05-15
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-16
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-05-17
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-18
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-19
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-05-20
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2026-05-21
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-05-22
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-23
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-05-24
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-25
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-05-26
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-27
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.27,Metric Tonnes,2026-05-28
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-05-29
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-05-30
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-05-31
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2026-06-01
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-06-02
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-06-03
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-06-04
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-06-05
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.26,Metric Tonnes,2026-06-06
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.27,Metric Tonnes,2026-06-07
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.26,Metric Tonnes,2026-06-08
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.29,Metric Tonnes,2026-06-09
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.28,Metric Tonnes,2026-06-10
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.29,Metric Tonnes,2026-06-11
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.28,Metric Tonnes,2026-06-12
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.28,Metric Tonnes,2026-06-13
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.25,Metric Tonnes,2026-06-14
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.22,Metric Tonnes,2026-06-15
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-16
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.23,Metric Tonnes,2026-06-17
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.24,Metric Tonnes,2026-06-18
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.22,Metric Tonnes,2026-06-19
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-20
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-06-21
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.19,Metric Tonnes,2026-06-22
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-06-23
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-24
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-06-25
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.26,Metric Tonnes,2026-06-26
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.22,Metric Tonnes,2026-06-27
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.24,Metric Tonnes,2026-06-28
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-29
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-06-30
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.16,Metric Tonnes,2026-07-01
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-02
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-03
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.17,Metric Tonnes,2026-07-04
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-05
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-07-06
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-07-07
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.16,Metric Tonnes,2026-07-08
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.17,Metric Tonnes,2026-07-09
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-10
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.19,Metric Tonnes,2026-07-11
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-07-12
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-13
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.15,Metric Tonnes,2026-07-14
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.14,Metric Tonnes,2026-07-15
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.16,Metric Tonnes,2026-07-16
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.17,Metric Tonnes,2026-07-17
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-18
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.19,Metric Tonnes,2026-07-19
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.21,Metric Tonnes,2026-07-20
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.2,Metric Tonnes,2026-07-21
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-22
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.16,Metric Tonnes,2026-07-23
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-24
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.17,Metric Tonnes,2026-07-25
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-26
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.17,Metric Tonnes,2026-07-27
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.19,Metric Tonnes,2026-07-28
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-29
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-30
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.15,Metric Tonnes,2026-07-31
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.14,Metric Tonnes,2026-08-01
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.16,Metric Tonnes,2026-08-02
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.16,Metric Tonnes,2026-08-03
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.16,Metric Tonnes,2026-08-04
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.17,Metric Tonnes,2026-08-05
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.16,Metric Tonnes,2026-08-06
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.21,Metric Tonnes,2026-08-07
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.23,Metric Tonnes,2026-08-08
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.25,Metric Tonnes,2026-08-09
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.21,Metric Tonnes,2026-08-10
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.24,Metric Tonnes,2026-08-11
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.22,Metric Tonnes,2026-08-12
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.18,Metric Tonnes,2026-08-13
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.17,Metric Tonnes,2026-08-14
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.2,Metric Tonnes,2026-08-15
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.15,Metric Tonnes,2026-08-16
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.14,Metric Tonnes,2026-08-17
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.13,Metric Tonnes,2026-08-18
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.11,Metric Tonnes,2026-08-19
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.14,Metric Tonnes,2026-08-20
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.19,Metric Tonnes,2026-08-21
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.21,Metric Tonnes,2026-08-22
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.2,Metric Tonnes,2026-08-23
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.17,Metric Tonnes,2026-08-24
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.18,Metric Tonnes,2026-08-25
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.17,Metric Tonnes,2026-08-26
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.18,Metric Tonnes,2026-08-27
