State,District,Market,Commodity_Group,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Unit,Arrival_Quantity,Arrival_Unit,Date,current_price,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,price_change_1,price_change_7,price_change_30,target_1d
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.27,Metric Tonnes,2026-06-07,3750,6,7,6,2,158,23,3750.0,2750.0,2750.0,2750.0,2750.0,2892.8571428571427,377.9644730092273,2821.4285714285716,267.2612419124244,2783.3333333333335,182.57418583505535,0.0,1000.0,1000.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.26,Metric Tonnes,2026-06-08,3750,0,8,6,2,159,24,3750.0,2750.0,2750.0,2750.0,2750.0,3035.714285714286,487.95003647426665,2892.8571428571427,363.13651960128135,2816.6666666666665,253.7081317024624,0.0,1000.0,1000.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.29,Metric Tonnes,2026-06-09,3750,1,9,6,2,160,24,3750.0,3750.0,2750.0,2750.0,2750.0,3178.5714285714284,534.5224838248488,2964.285714285714,425.81531362631995,2850.0,305.12857662936466,0.0,1000.0,1000.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.28,Metric Tonnes,2026-06-10,3750,2,10,6,2,161,24,3750.0,3750.0,2750.0,2750.0,2750.0,3321.4285714285716,534.5224838248487,3035.714285714286,468.8072309384952,2883.3333333333335,345.7459036417604,0.0,1000.0,1000.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.29,Metric Tonnes,2026-06-11,3750,3,11,6,2,162,24,3750.0,3750.0,2750.0,2750.0,2750.0,3464.285714285714,487.9500364742662,3107.1428571428573,497.2451580988466,2916.6666666666665,379.04902178945173,0.0,1000.0,1000.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.28,Metric Tonnes,2026-06-12,3750,4,12,6,2,163,24,3750.0,3750.0,2750.0,2750.0,2750.0,3607.1428571428573,377.9644730092263,3178.5714285714284,513.5525910130953,2950.0,406.8381021724863,0.0,1000.0,1000.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.28,Metric Tonnes,2026-06-13,3750,5,13,6,2,164,24,3750.0,3750.0,3750.0,2750.0,2750.0,3750.0,0.0,3250.0,518.8745216627705,2983.3333333333335,430.1830671520765,0.0,0.0,1000.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.25,Metric Tonnes,2026-06-14,4250,6,14,6,2,165,24,3750.0,3750.0,3750.0,2750.0,2750.0,3750.0,0.0,3321.4285714285716,513.552591013095,3016.6666666666665,449.77644510880384,500.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.22,Metric Tonnes,2026-06-15,4250,0,15,6,2,166,25,4250.0,3750.0,3750.0,2750.0,2750.0,3821.4285714285716,188.98223650461358,3428.5714285714284,540.9088810348902,3066.6666666666665,499.7125610570153,0.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-16,4250,1,16,6,2,167,25,4250.0,3750.0,3750.0,2750.0,2750.0,3892.8571428571427,243.9750182371332,3535.714285714286,544.7047794019214,3116.6666666666665,540.3276996309796,0.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.23,Metric Tonnes,2026-06-17,4250,2,17,6,2,168,25,4250.0,4250.0,3750.0,2750.0,2750.0,3964.285714285714,267.2612419124242,3642.8571428571427,525.4511405439142,3166.6666666666665,573.6052549495582,0.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.24,Metric Tonnes,2026-06-18,4250,3,18,6,2,169,25,4250.0,4250.0,3750.0,2750.0,2750.0,4035.714285714286,267.2612419124241,3750.0,480.38446141526043,3216.6666666666665,600.7657948234784,0.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.22,Metric Tonnes,2026-06-19,4250,4,19,6,2,170,25,4250.0,4250.0,3750.0,2750.0,2750.0,4107.142857142857,243.97501823713282,3857.1428571428573,400.8918628686352,3266.6666666666665,622.6103742798704,0.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-20,4250,5,20,6,2,171,25,4250.0,4250.0,3750.0,3750.0,2750.0,4178.571428571428,188.98223650461262,3964.285714285714,256.7762955065454,3316.6666666666665,639.6838299494927,0.0,500.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-06-21,4250,6,21,6,2,172,25,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4000.0,259.437260831383,3366.6666666666665,652.3608760829234,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.19,Metric Tonnes,2026-06-22,4250,0,22,6,2,173,26,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4035.714285714286,256.7762955065453,3416.6666666666665,660.8945522512677,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-06-23,4250,1,23,6,2,174,26,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4071.4285714285716,248.62257904942095,3466.6666666666665,665.4442816299681,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-24,4250,2,24,6,2,175,26,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4107.142857142857,234.40361546924498,3516.6666666666665,666.0917060882396,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-06-25,4250,3,25,6,2,176,26,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4142.857142857143,212.90765681315688,3566.6666666666665,662.8482602315221,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.26,Metric Tonnes,2026-06-26,4250,4,26,6,2,177,26,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4178.571428571428,181.56825980063672,3616.6666666666665,655.6562037159918,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.22,Metric Tonnes,2026-06-27,4250,5,27,6,2,178,26,4250.0,4250.0,4250.0,3750.0,2750.0,4250.0,0.0,4214.285714285715,133.6306209562062,3666.6666666666665,644.3833370420693,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.24,Metric Tonnes,2026-06-28,4250,6,28,6,2,179,26,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,3716.6666666666665,628.810224829858,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-06-29,4250,0,29,6,2,180,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,3766.6666666666665,608.6068508081196,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-06-30,4250,1,30,6,2,181,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,3816.6666666666665,583.2922809856765,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.16,Metric Tonnes,2026-07-01,4250,2,1,7,3,182,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,3866.6666666666665,552.1639769771898,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-02,4250,3,2,7,3,183,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,3916.6666666666665,514.1671091113825,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-03,4250,4,3,7,3,184,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,3966.6666666666665,467.63036783290994,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.17,Metric Tonnes,2026-07-04,4250,5,4,7,3,185,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,4016.6666666666665,409.6536243633461,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-05,4250,6,5,7,3,186,27,4250.0,4250.0,4250.0,4250.0,2750.0,4250.0,0.0,4250.0,0.0,4066.6666666666665,334.33756772968985,0.0,0.0,1500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-07-06,4250,0,6,7,3,187,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4116.666666666667,224.88822255440797,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.21,Metric Tonnes,2026-07-07,4250,1,7,7,3,188,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4133.333333333333,215.09153357604475,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.16,Metric Tonnes,2026-07-08,4250,2,8,7,3,189,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4150.0,203.41905108625028,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.17,Metric Tonnes,2026-07-09,4250,3,9,7,3,190,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4166.666666666667,189.5245108947338,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-10,4250,4,10,7,3,191,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4183.333333333333,172.87295182088928,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.19,Metric Tonnes,2026-07-11,4250,5,11,7,3,192,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4200.0,152.5642883146931,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.2,Metric Tonnes,2026-07-12,4250,6,12,7,3,193,28,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4216.666666666667,126.85406585124483,0.0,0.0,500.0,4250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,4000,4500,4250,Rs./Quintal,0.18,Metric Tonnes,2026-07-13,4250,0,13,7,3,194,29,4250.0,4250.0,4250.0,4250.0,3750.0,4250.0,0.0,4250.0,0.0,4233.333333333333,91.28709291754761,0.0,0.0,500.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.15,Metric Tonnes,2026-07-14,3750,1,14,7,3,195,29,4250.0,4250.0,4250.0,4250.0,4250.0,4250.0,0.0,4250.0,0.0,4250.0,6.198958945378996e-05,-500.0,-500.0,-500.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.14,Metric Tonnes,2026-07-15,3750,2,15,7,3,196,29,3750.0,4250.0,4250.0,4250.0,4250.0,4178.571428571428,188.98223650461358,4214.285714285715,133.63062095621225,4233.333333333333,91.28709291754761,0.0,-500.0,-500.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.16,Metric Tonnes,2026-07-16,3750,3,16,7,3,197,29,3750.0,4250.0,4250.0,4250.0,4250.0,4107.142857142857,243.97501823713313,4178.571428571428,181.56825980064087,4216.666666666667,126.85406585124483,0.0,-500.0,-500.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.17,Metric Tonnes,2026-07-17,3750,4,17,7,3,198,29,3750.0,3750.0,4250.0,4250.0,4250.0,4035.714285714286,267.26124191242417,4142.857142857143,212.90765681316026,4200.0,152.5642883146931,0.0,-500.0,-500.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-18,3850,5,18,7,3,199,29,3750.0,3750.0,4250.0,4250.0,4250.0,3964.285714285714,267.261241912424,4107.142857142857,234.4036154692479,4183.333333333333,172.87295182088928,100.0,-400.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.19,Metric Tonnes,2026-07-19,3850,6,19,7,3,200,29,3850.0,3750.0,4250.0,4250.0,4250.0,3907.1428571428573,237.04530408864025,4078.5714285714284,239.96336716761093,4170.0,182.70005567823625,0.0,-400.0,-400.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.21,Metric Tonnes,2026-07-20,3750,0,20,7,3,201,30,3850.0,3750.0,4250.0,4250.0,4250.0,3850.0,182.57418583505438,4050.0,241.78820993079563,4156.666666666667,191.06477207072928,-100.0,-500.0,-500.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.2,Metric Tonnes,2026-07-21,3850,1,21,7,3,202,30,3750.0,3850.0,3750.0,4250.0,4250.0,3778.5714285714284,48.79500364742129,4014.285714285714,246.84826500112564,4140.0,204.01149392908047,100.0,100.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-22,3850,2,22,7,3,203,30,3850.0,3850.0,3750.0,4250.0,4250.0,3792.8571428571427,53.4522483824803,3985.714285714286,240.5351177211819,4126.666666666667,209.56989342433653,0.0,100.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.16,Metric Tonnes,2026-07-23,3850,3,23,7,3,204,30,3850.0,3750.0,3750.0,4250.0,4250.0,3807.1428571428573,53.45224838248067,3957.1428571428573,230.26501693044466,4113.333333333333,214.12747304502116,0.0,100.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-24,3850,4,24,7,3,205,30,3850.0,3850.0,3750.0,4250.0,4250.0,3821.4285714285716,48.79500364742247,3928.5714285714284,215.47290184283344,4100.0,217.74708517785206,0.0,100.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.17,Metric Tonnes,2026-07-25,3850,5,25,7,3,206,30,3850.0,3850.0,3850.0,4250.0,4250.0,3835.714285714286,37.796447300917805,3900.0,195.13309067639696,4086.6666666666665,220.4749314600216,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-26,3850,6,26,7,3,207,30,3850.0,3850.0,3850.0,4250.0,4250.0,3835.714285714286,37.796447300917805,3871.4285714285716,167.23346844167529,4073.3333333333335,222.34383645425766,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.17,Metric Tonnes,2026-07-27,3850,0,27,7,3,208,31,3850.0,3850.0,3750.0,4250.0,4250.0,3835.714285714286,37.796447300917805,3842.8571428571427,126.88144505364404,4060.0,223.37536060214896,0.0,100.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.19,Metric Tonnes,2026-07-28,3850,1,28,7,3,209,31,3850.0,3850.0,3850.0,3750.0,4250.0,3850.0,0.0,3814.285714285714,49.72451580988223,4046.6666666666665,223.58109434191542,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-29,3850,2,29,7,3,210,31,3850.0,3850.0,3850.0,3750.0,4250.0,3850.0,0.0,3821.4285714285716,46.88072309384703,4033.3333333333335,222.9633236166048,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.18,Metric Tonnes,2026-07-30,3850,3,30,7,3,211,31,3850.0,3850.0,3850.0,3750.0,4250.0,3850.0,0.0,3828.5714285714284,42.58153136262937,4020.0,221.51515866243375,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.15,Metric Tonnes,2026-07-31,3850,4,31,7,3,212,31,3850.0,3850.0,3850.0,3750.0,4250.0,3850.0,0.0,3835.714285714286,36.3136519601252,4006.6666666666665,219.22014338187432,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.14,Metric Tonnes,2026-08-01,3850,5,1,8,3,213,31,3850.0,3850.0,3850.0,3850.0,4250.0,3850.0,0.0,3842.8571428571427,26.726124191238664,3993.3333333333335,216.0512923348107,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.16,Metric Tonnes,2026-08-02,3850,6,2,8,3,214,31,3850.0,3850.0,3850.0,3850.0,4250.0,3850.0,0.0,3842.8571428571427,26.726124191238664,3980.0,211.96941874421444,0.0,0.0,-400.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.16,Metric Tonnes,2026-08-03,3850,0,3,8,3,215,32,3850.0,3850.0,3850.0,3750.0,4250.0,3850.0,0.0,3842.8571428571427,26.726124191238664,3966.6666666666665,206.92049669867018,0.0,0.0,-400.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.16,Metric Tonnes,2026-08-04,3250,1,4,8,3,216,32,3850.0,3850.0,3850.0,3850.0,4250.0,3850.0,0.0,3850.0,0.0,3953.3333333333335,200.83160441856413,-600.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.17,Metric Tonnes,2026-08-05,3250,2,5,8,3,217,32,3250.0,3850.0,3850.0,3850.0,4250.0,3764.285714285714,226.77868380553633,3807.1428571428573,160.35674514745466,3920.0,230.6662015808236,0.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.16,Metric Tonnes,2026-08-06,3250,3,6,8,3,218,32,3250.0,3850.0,3850.0,3850.0,4250.0,3678.5714285714284,292.7700218845599,3764.285714285714,217.88191176076896,3886.6666666666665,252.55021123610848,0.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.21,Metric Tonnes,2026-08-07,3250,4,7,8,3,219,32,3250.0,3250.0,3850.0,3850.0,4250.0,3592.8571428571427,320.7134902949092,3721.4285714285716,255.48918817579218,3853.3333333333335,268.4352273163272,0.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.23,Metric Tonnes,2026-08-08,3250,5,8,8,3,220,32,3250.0,3250.0,3850.0,3850.0,4250.0,3507.1428571428573,320.7134902949092,3678.5714285714284,281.28433856309744,3820.0,279.34652809480343,0.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.25,Metric Tonnes,2026-08-09,3250,6,9,8,3,221,32,3250.0,3250.0,3850.0,3850.0,4250.0,3421.4285714285716,292.7700218845599,3635.714285714286,298.34709485930836,3786.6666666666665,285.85423501876045,0.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.21,Metric Tonnes,2026-08-10,3250,0,10,8,3,222,33,3250.0,3250.0,3850.0,3850.0,4250.0,3335.714285714286,226.77868380553633,3592.8571428571427,308.13155460785765,3753.3333333333335,288.25675017766366,0.0,-600.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.24,Metric Tonnes,2026-08-11,3250,1,11,8,3,223,33,3250.0,3250.0,3250.0,3850.0,4250.0,3250.0,0.0,3550.0,311.3247129976629,3720.0,286.6573107267676,0.0,0.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.22,Metric Tonnes,2026-08-12,3250,2,12,8,3,224,33,3250.0,3250.0,3250.0,3850.0,4250.0,3250.0,0.0,3507.1428571428573,308.1315546078578,3686.6666666666665,280.9875851145466,0.0,0.0,-1000.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.18,Metric Tonnes,2026-08-13,3250,3,13,8,3,225,33,3250.0,3250.0,3250.0,3850.0,3750.0,3250.0,0.0,3464.285714285714,298.34709485930875,3653.3333333333335,270.99221687936705,0.0,0.0,-500.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.17,Metric Tonnes,2026-08-14,3250,4,14,8,3,226,33,3250.0,3250.0,3250.0,3850.0,3750.0,3250.0,0.0,3421.4285714285716,281.284338563098,3636.6666666666665,280.06567374313073,0.0,0.0,-500.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.2,Metric Tonnes,2026-08-15,3250,5,15,8,3,227,33,3250.0,3250.0,3250.0,3850.0,3750.0,3250.0,0.0,3378.5714285714284,255.48918817579295,3620.0,287.8577234772683,0.0,0.0,-500.0,3750.0
