State,District,Market,Commodity_Group,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Unit,Arrival_Quantity,Arrival_Unit,Date,current_price,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,price_change_1,price_change_7,price_change_30,target_1d
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.15,Metric Tonnes,2026-08-16,3750,6,16,8,3,228,33,3250.0,3250.0,3250.0,3850.0,3750.0,3250.0,0.0,3335.714285714286,217.88191176077,3603.3333333333335,294.47010659515,500.0,500.0,0.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.14,Metric Tonnes,2026-08-17,3250,0,17,8,3,229,34,3750.0,3250.0,3250.0,3850.0,3850.0,3321.4285714285716,188.98223650461358,3328.5714285714284,200.68563793835818,3603.3333333333335,294.47010659515,-500.0,0.0,-600.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.13,Metric Tonnes,2026-08-18,3250,1,18,8,3,230,34,3250.0,3250.0,3250.0,3250.0,3850.0,3321.4285714285716,188.98223650461358,3285.714285714286,133.63062095621427,3583.3333333333335,297.49915483314356,0.0,0.0,-600.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.11,Metric Tonnes,2026-08-19,3250,2,19,8,3,231,34,3250.0,3750.0,3250.0,3250.0,3750.0,3321.4285714285716,188.98223650461358,3285.714285714286,133.63062095621427,3563.3333333333335,299.1174758649415,0.0,0.0,-500.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.14,Metric Tonnes,2026-08-20,3250,3,20,8,3,232,34,3250.0,3250.0,3250.0,3250.0,3850.0,3321.4285714285716,188.98223650461358,3285.714285714286,133.63062095621427,3546.6666666666665,302.27109701715057,0.0,0.0,-600.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.19,Metric Tonnes,2026-08-21,3850,4,21,8,3,233,34,3250.0,3250.0,3250.0,3250.0,3850.0,3321.4285714285716,188.98223650461358,3285.714285714286,133.63062095621427,3526.6666666666665,301.35708379598526,600.0,600.0,0.0,3850.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4200,3850,Rs./Quintal,0.21,Metric Tonnes,2026-08-22,3850,5,22,8,3,234,34,3850.0,3250.0,3250.0,3250.0,3850.0,3407.1428571428573,269.92062325273116,3328.5714285714284,200.68563793835818,3526.6666666666665,301.35708379598526,0.0,600.0,0.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.2,Metric Tonnes,2026-08-23,3750,6,23,8,3,235,34,3850.0,3250.0,3750.0,3250.0,3850.0,3492.8571428571427,304.7247001100219,3371.4285714285716,242.3556554658138,3526.6666666666665,301.35708379598526,-100.0,0.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.17,Metric Tonnes,2026-08-24,3750,0,24,8,3,236,35,3750.0,3850.0,3250.0,3250.0,3850.0,3492.8571428571427,304.7247001100219,3407.1428571428573,259.3313464522709,3523.3333333333335,298.19379643091594,0.0,500.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.18,Metric Tonnes,2026-08-25,3750,1,25,8,3,237,35,3750.0,3850.0,3250.0,3250.0,3850.0,3564.285714285714,296.80841985233167,3442.8571428571427,270.2257908157149,3520.0,294.9576240750482,0.0,500.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.17,Metric Tonnes,2026-08-26,3750,2,26,8,3,238,35,3750.0,3750.0,3250.0,3250.0,3850.0,3635.714285714286,267.2612419124243,3478.5714285714284,275.76068618270534,3516.6666666666665,291.64614049283296,0.0,500.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.18,Metric Tonnes,2026-08-27,3750,3,27,8,3,239,35,3750.0,3750.0,3250.0,3250.0,3850.0,3707.1428571428573,207.0196678027061,3514.285714285714,276.25835972632893,3513.3333333333335,288.25675017766,0.0,500.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.19,Metric Tonnes,2026-08-28,3750,4,28,8,3,240,35,3750.0,3750.0,3850.0,3250.0,3850.0,3778.5714285714284,48.79500364742561,3550.0,271.7464881947037,3510.0,284.78667152073575,0.0,-100.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.22,Metric Tonnes,2026-08-29,3750,5,29,8,3,241,35,3750.0,3750.0,3850.0,3250.0,3850.0,3764.285714285714,37.79644730092149,3585.714285714286,261.9663597227208,3506.6666666666665,281.23291774432425,0.0,-100.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.2,Metric Tonnes,2026-08-30,3750,6,30,8,3,242,35,3750.0,3750.0,3750.0,3750.0,3850.0,3750.0,0.0,3621.4285714285716,246.29117048595342,3503.3333333333335,277.5922752245911,0.0,0.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.14,Metric Tonnes,2026-08-31,3750,0,31,8,3,243,36,3750.0,3750.0,3750.0,3250.0,3850.0,3750.0,0.0,3621.4285714285716,246.29117048595342,3500.0,273.86127875257813,0.0,0.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.12,Metric Tonnes,2026-09-01,3750,1,1,9,3,244,36,3750.0,3750.0,3750.0,3250.0,3850.0,3750.0,0.0,3657.1428571428573,223.48390310054828,3496.6666666666665,270.0361831864062,0.0,0.0,-100.0,3750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3500,4000,3750,Rs./Quintal,0.14,Metric Tonnes,2026-09-02,3750,2,2,9,3,245,36,3750.0,3750.0,3750.0,3250.0,3850.0,3750.0,0.0,3692.8571428571427,191.00658753958402,3493.3333333333335,266.11293082828627,0.0,0.0,-100.0,3250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,3000,3500,3250,Rs./Quintal,0.12,Metric Tonnes,2026-09-03,3250,3,3,9,3,246,36,3750.0,3750.0,3750.0,3250.0,3250.0,3750.0,0.0,3728.5714285714284,142.38934396479797,3490.0,262.08711370918456,-500.0,-500.0,0.0,3250.0
